ID,Chromosome,Duplication Status,Ka,Ks,Ka/Ks,dSM, Expression Level,Tissue Specificity,Gene Length,Intron Number,Average Intron Length,5' UTR Length,3' UTR Length,Fop,GC Content,Multifunctionality,Recombination rate,Chromosome position
AT5G12300,5,Non WGDs,0.014,0.1224,0.1142,0.026,101.0053212,0.188859165,1483,NA,NA,163,195,0.493,41.86666667,1,2.8,0.583724537
AT5G12350,5,Non WGDs,0.005,0.0975,0.0513,0.028,75.95261666,0.095490889,5460,8,191.125,447,256,0.383,44.57868649,NA,2.79,0.581726681
AT5G12360,5,Non WGDs,0.0546,0.1989,0.2744,0.174,101.0053212,0.188859165,1936,4,222.25,271,191,0.412,45.81196581,1,2.79,0.581370776
AT5G12370,5,Singletons,0.0044,0.0752,0.0584,0.104,357.9809264,0.072091637,6030,24,133.9583333,110,227,0.436,45.56093624,2,2.79,0.580936148
AT5G12380,5,Non WGDs,0.0213,0.0974,0.2184,0.466,5.714492285,0.448200642,1465,5,102.8,NA,NA,0.406,45.84647739,NA,2.79,0.580493464
AT5G12420,5,Non WGDs,0.0152,0.1319,0.1151,0.154,175.0711858,0.477769891,2428,6,117.5,26,254,0.388,42.27304227,1,2.79,0.578852402
AT5G12480,5,Non WGDs,0.0081,0.1225,0.0662,0.002,207.553822,0.104534024,3019,8,112.875,206,302,0.366,42.84825871,3,2.78,0.576416255
AT5G12850,5,Non WGDs,0.0138,0.1629,0.0848,0.028,236.3730332,0.114288456,3394,1,621,260,392,0.415,46.72324375,3,2.78,0.575453577
AT5G12860,5,Non WGDs,0.0115,0.1192,0.0962,0.159,3035.240747,0.133421445,2265,2,159.5,31,241,0.488,50.17921147,5,2.78,0.575161174
AT5G12890,5,Non WGDs,0.0243,0.1444,0.1681,0.076,318.9236608,0.234815708,1651,NA,NA,103,81,0.398,44.51261077,1,2.78,0.574170668
AT5G12910,5,Non WGDs,0.0175,0.1207,0.1453,0,9.805991934,0.346410079,396,NA,NA,NA,NA,0.419,47.72727273,2,2.78,0.57344165
AT5G12930,5,Singletons,0.053,0.1603,0.3307,0.088,34.53370315,0.305741674,2408,5,149.6,75,265,0.37,46.59090909,1,2.77,0.572727225
AT5G12940,5,Non WGDs,0.0384,0.2463,0.156,0.666,124.1135501,0.452216983,1293,NA,NA,70,107,0.393,48.47670251,1,2.77,0.572292963
AT5G12970,5,Early WGDs,0.0053,0.1378,0.0385,0.028,64.47876573,0.524552835,3193,1,636,221,26,0.39,46.40692641,2,2.77,0.570639294
AT5G12980,5,Non WGDs,0.0139,0.114,0.1218,0.235,116.4649347,0.185539075,2802,8,205.25,45,179,0.41,46.79487179,1,2.77,0.570356412
AT5G12990,5,Singletons,0.037,0.0827,0.4477,0.081,14.90857641,0.379738571,535,2,146,NA,NA,0.434,39.09465021,2,2.77,0.570079126
AT5G13000,5,Non WGDs,0.007,0.1026,0.0681,0.028,1440.73921,0.163158331,11133,41,118.0731707,142,150,0.373,42.28333333,3,2.77,0.569405555
AT5G13020,5,Early WGDs,0.0209,0.1056,0.1976,0.198,287.1313645,0.110725206,2731,9,143.7777778,NA,243,0.4,46.64991625,1,2.77,0.56784149
AT5G13030,5,Singletons,0.009,0.1439,0.0626,0.298,310.1399667,0.167157998,3485,7,192,12,227,0.425,44.5320715,1,2.77,0.567428412
AT5G13060,5,Non WGDs,0.0308,0.1147,0.2687,0.034,101.0053212,0.188859165,4134,17,104.7647059,NA,139,0.371,43.31526649,2,2.77,0.566365668
AT5G13070,5,Singletons,0.0049,0.1774,0.0277,0.147,260.6295356,0.1775554,1617,2,369.5,136,190,0.445,46.37681159,NA,2.77,0.565984656
AT5G13100,5,Singletons,0.0162,0.1697,0.0954,0.047,733.5113331,0.24338222,1894,3,127.3333333,129,318,0.376,49.38967136,NA,2.77,0.565056396
AT5G13110,5,Non WGDs,0.0137,0.123,0.1111,0.116,473.6685968,0.176601755,3010,8,112.25,141,180,0.367,42.32272473,2,2.76,0.564765144
AT5G13150,5,Non WGDs,0.0239,0.2184,0.1094,0.049,51.12989286,0.649362616,2102,NA,NA,NA,140,0.411,45.76962283,2,2.76,0.563336766
AT5G13160,5,Non WGDs,0.004,0.1146,0.0346,0.037,179.5126903,0.118979052,3307,4,364.5,275,203,0.373,45.66010212,5,2.76,0.562884981
AT5G13170,5,Early WGDs,0.0264,0.0605,0.4367,0.01,426.975764,0.533817364,2265,5,192.4,135,289,0.422,44.82366325,NA,2.76,0.562468295
AT5G13190,5,Singletons,0.0033,0.0663,0.05,0.411,1480.645988,0.160618788,1589,2,407,200,170,0.476,50.61728395,1,2.76,0.560026029
AT5G13210,5,Non WGDs,0.0625,0.2546,0.2454,0.132,101.0053212,0.188859165,2183,NA,NA,63,98,0.396,45.74678536,NA,2.76,0.558981801
AT5G13230,5,Non WGDs,0.0316,0.1258,0.2512,0.138,7.00134534,0.375933275,2469,NA,NA,NA,NA,0.38,42.44633455,1,2.76,0.558127034
AT5G13240,5,Singletons,0.0139,0.1041,0.1332,0.177,378.3223312,0.101095428,2609,10,155.1,127,256,0.433,41.48148148,3,2.76,0.557869835
AT5G13260,5,Non WGDs,0.0156,0.0901,0.1729,0.331,227.014736,0.078800153,3855,16,118.75,136,205,0.442,46.09665428,1,2.76,0.555912047
AT5G13270,5,Non WGDs,0.02,0.1271,0.1571,NA,19.82513526,0.212561431,2259,NA,NA,NA,NA,0.386,42.85081895,2,2.76,0.555581198
AT5G13280,5,Non WGDs,0.0114,0.1056,0.1081,NA,353.1788285,0.129072866,3399,12,119.0833333,78,182,0.385,43.80116959,2,2.76,0.55526714
AT5G13300,5,Non WGDs,0.0105,0.1367,0.0766,0.032,207.5651227,0.164140367,6714,18,200.6666667,296,322,0.375,43.67954911,2,2.76,0.554442189
AT5G13320,5,Non WGDs,0.0168,0.1238,0.1354,0.306,91.59197398,0.495441345,3542,4,391.5,93,155,0.427,43.63425926,4,2.76,0.55329889
AT5G13350,5,Non WGDs,0.0311,0.0728,0.4274,NA,29.27659671,0.590920826,2404,4,160,NA,NA,0.415,45.1814059,1,2.76,0.552128601
AT5G13360,5,Non WGDs,0.0296,0.1766,0.1674,0.027,325.9424937,0.421978426,2830,5,123.8,251,175,0.423,44.92997199,1,2.76,0.551723003
AT5G13390,5,Singletons,0.0071,0.0868,0.082,NA,417.9431888,0.156443872,3979,3,130.6666667,62,153,0.436,46.17437722,NA,2.76,0.550705297
AT5G13400,5,Non WGDs,0.0073,0.1114,0.0651,0.046,282.348621,0.294417058,2536,3,117,144,166,0.437,46.02666667,1,2.76,0.550362574
AT5G13470,5,Singletons,0.0484,0.1215,0.398,NA,85.79455727,0.06570751,1401,2,339.5,38,204,0.378,49.16666667,1,2.76,0.548147377
AT5G13490,5,Non WGDs,0.0213,0.1593,0.1337,0.353,780.155033,0.295246379,2162,3,215.3333333,109,249,0.505,48.1865285,1,2.77,0.54630974
AT5G13500,5,Non WGDs,0.0062,0.1377,0.0451,0.015,224.504012,0.164278336,2849,8,158.25,330,176,0.34,43.82544104,1,2.77,0.545991184
AT5G13550,5,Early WGDs,0.0085,0.0935,0.0913,0.023,274.0356455,0.205722764,4277,14,144.3571429,62,136,0.383,45.09232264,1,2.77,0.544139529
AT5G13560,5,Non WGDs,0.0166,0.0893,0.1859,0.176,307.084921,0.187426505,5818,17,158.8235294,130,948,0.401,43.92156863,1,2.77,0.543459785
AT5G13580,5,Non WGDs,0.0078,0.1834,0.0427,0.024,104.0076641,0.54920751,2510,NA,NA,187,139,0.474,48.26007326,1,2.77,0.542620553
AT5G13590,5,Singletons,0.0593,0.1162,0.5106,0.362,31.60283408,0.278049316,6118,6,169.5,243,1351,0.379,42.00171086,1,2.77,0.542136598
AT5G13600,5,Non WGDs,0.0195,0.1573,0.1238,0.132,20.13872766,0.624812102,2066,3,96.66666667,NA,NA,0.414,43.58108108,1,2.77,0.541627327
AT5G13620,5,Non WGDs,0.0467,0.1227,0.381,0.156,8.184999361,0.364172901,989,1,83,NA,NA,0.4,43.92935982,1,2.77,0.541165498
AT5G13630,5,Singletons,0.0039,0.1554,0.025,0.039,5128.816622,0.167190862,4894,4,92.5,145,233,0.422,46.91268693,2,2.77,0.540752735
AT5G13650,5,Non WGDs,0.0026,0.0919,0.0287,0.024,1938.395456,0.17320901,4945,13,193.3076923,73,328,0.421,45.4455933,NA,2.77,0.539678535
AT5G13670,5,Non WGDs,0.0331,0.1157,0.2861,0.031,30.21295756,0.614340858,1935,6,102.8333333,56,128,0.37,45.14991182,NA,2.78,0.538842913
AT5G13680,5,Singletons,0.0215,0.0921,0.2335,NA,139.5666357,0.191177427,5111,4,247.5,NA,161,0.374,43.43434343,2,2.78,0.538328567
AT5G13690,5,Singletons,0.0279,0.0869,0.3209,NA,265.5477129,0.166589492,4618,18,107.2777778,54,212,0.395,41.55307724,NA,2.78,0.537806846
AT5G13710,5,Non WGDs,0.0051,0.1052,0.0488,0.332,1217.048066,0.118917799,3364,13,145.4615385,109,353,0.38,45.40059347,3,2.78,0.537024996
AT5G13740,5,Non WGDs,0.0207,0.1647,0.1254,0.166,275.5885491,0.186568736,4363,17,144.1764706,266,185,0.355,44.28473648,1,2.78,0.536069955
AT5G13750,5,Non WGDs,0.0331,0.1981,0.1671,0.097,201.9793628,0.351450963,3380,16,95.9375,118,290,0.388,42.44954767,2,2.78,0.53552412
AT5G13790,5,Non WGDs,0.0418,0.157,0.2665,0.215,59.89786596,0.59759267,1830,7,124,41,114,0.417,44.98141264,3,2.78,0.534461062
AT5G13820,5,Early WGDs,0.0421,0.1334,0.3155,0.112,103.5133795,0.412438886,3773,9,136.1111111,314,311,0.376,43.31773271,1,2.79,0.533094826
AT5G13825,5,Singletons,0.0491,0.201,0.2445,0.082,101.0053212,0.188859165,1086,1,496,83,132,0.328,42.93333333,1,2.79,0.532832291
AT5G13840,5,Non WGDs,0.0077,0.1143,0.0675,0.05,150.9175217,0.364510927,2484,6,97.33333333,285,169,0.425,47.23374827,1,2.79,0.532397349
AT5G13860,5,Early WGDs,0.0294,0.1312,0.224,0.13,101.0053212,0.188859165,1314,NA,NA,84,123,0.404,48.05781391,4,2.79,0.5319713
AT5G13870,5,Non WGDs,0.0079,0.137,0.0576,0.013,29.96131634,0.435974626,2070,4,169.5,397,113,0.459,47.16553288,2,2.79,0.531773784
AT5G13880,5,Non WGDs,0.0372,0.1888,0.1969,0.171,22.34821316,0.248795021,756,NA,NA,66,123,0.339,42.68077601,1,2.79,0.531553358
AT5G13920,5,Non WGDs,0.0493,0.0962,0.5124,0.731,101.0053212,0.188859165,1503,3,85,NA,NA,0.438,43.34935897,1,2.79,0.530619972
AT5G13930,5,Non WGDs,0.0081,0.1729,0.047,0.334,3611.154329,0.242197343,1577,1,86,74,229,0.472,53.61952862,6,2.79,0.530335782
AT5G13940,5,Non WGDs,0.0708,0.2453,0.2888,0.553,101.0053212,0.188859165,5323,21,137.7619048,NA,NA,0.341,40.69958848,3,2.79,0.530117761
AT5G13980,5,Non WGDs,0.0198,0.0988,0.2003,0.517,726.8351884,0.119543271,5930,28,94.07142857,130,91,0.388,43.70731707,2,2.8,0.528025698
AT5G13990,5,Non WGDs,0.0117,0.1299,0.0902,0.058,106.7049784,0.751715341,2325,NA,NA,125,112,0.43,49.42528736,2,2.8,0.527581759
AT5G14020,5,Non WGDs,0.0247,0.1104,0.2241,0.034,11.18725685,0.644194162,2344,10,88.4,44,210,0.391,45.85406302,3,2.8,0.526634877
AT5G14040,5,Non WGDs,0.0163,0.1289,0.1266,0.053,3366.193537,0.088939726,2428,5,155.8,105,416,0.454,48.67021277,1,2.81,0.525877717
AT5G14060,5,Recent WGDs,0.0177,0.1101,0.1605,0.045,101.0053212,0.188859165,3793,13,120.3076923,394,200,0.36,44.09785933,2,2.81,0.525296469
AT5G14070,5,Recent WGDs,0.0001,0.1352,0.001,0.011,52.12339585,0.441722606,679,NA,NA,79,177,0.431,54.37352246,4,2.81,0.524819629
AT5G14105,5,Singletons,0.0124,0.1281,0.0967,0.256,436.1496183,0.162416919,1078,1,502,150,195,0.397,51.51515152,1,2.81,0.523730678
AT5G14110,5,Recent WGDs,0.0382,0.1301,0.2936,0.078,101.0053212,0.188859165,213,NA,NA,NA,NA,0.373,44.60093897,1,2.81,0.523570092
AT5G14120,5,Recent WGDs,0.008,0.1468,0.0548,0.113,2282.740088,0.17693728,2762,2,200,359,263,0.449,47.93103448,NA,2.82,0.523224074
AT5G14130,5,Non WGDs,0.0584,0.2154,0.2712,0.027,66.19793866,0.606278566,1364,2,87,39,158,0.447,49.74823766,1,2.82,0.52300778
AT5G14150,5,Non WGDs,0.0159,0.0948,0.1675,0.017,25.15432071,0.54568142,1817,3,133.6666667,190,74,0.44,45.13888889,1,2.82,0.522327303
AT5G14160,5,Non WGDs,0.0944,0.153,0.617,0.085,101.0053212,0.188859165,1135,1,76,NA,NA,0.455,46.17563739,1,2.82,0.522123249
AT5G14180,5,Non WGDs,0.0227,0.1264,0.1796,0.1,104.7293071,0.533922127,3126,8,214.375,49,105,0.439,47.25536993,3,2.82,0.521597291
AT5G14210,5,Non WGDs,0.0158,0.0987,0.1599,0.082,265.7381338,0.151918973,2997,5,86.6,NA,125,0.401,42.96842968,4,2.82,0.520863827
AT5G14270,5,Recent WGDs,0.0416,0.2102,0.1981,0.106,192.2855034,0.071039011,4174,9,142,441,388,0.345,44.50895017,NA,2.83,0.518048865
AT5G14310,5,Early WGDs,0.0068,0.1275,0.0531,0.184,148.4226147,0.236658316,2298,1,490,274,193,0.4,46.97986577,1,2.84,0.517038063
AT5G14390,5,Recent WGDs,0.0148,0.1474,0.1006,0.018,125.0647668,0.218407268,2445,4,228.75,181,239,0.441,45.85585586,1,2.85,0.514730647
AT5G14400,5,Non WGDs,0.0168,0.1093,0.1536,0.509,7.822147786,0.248078588,2862,8,199.875,159,NA,0.329,39.58333333,1,2.85,0.514030555
AT5G14410,5,Singletons,0.0211,0.0394,0.5347,0.063,191.2237923,0.378514019,664,1,100,46,116,0.338,39.30348259,1,2.85,0.513832569
AT5G14420,5,Recent WGDs,0.0152,0.1118,0.1363,0.023,161.0409272,0.232397312,2588,9,89.11111111,135,244,0.346,45.62899787,3,2.85,0.513590749
AT5G14430,5,Non WGDs,0.0269,0.103,0.261,0.008,571.9840894,0.10002623,2994,6,135.1666667,112,232,0.413,46.71016857,NA,2.85,0.513072114
AT5G14450,5,Early WGDs,0.0164,0.1124,0.1457,0.047,152.6427072,0.252217728,1735,4,94.25,47,141,0.412,44.18803419,1,2.86,0.5125653
AT5G14480,5,Recent WGDs,0.0075,0.2114,0.0354,0.035,101.0053212,0.188859165,2333,1,546,210,413,0.445,43.12714777,3,2.86,0.511563338
AT5G14490,5,Recent WGDs,0.0763,0.1143,0.6679,0.126,101.0053212,0.188859165,1294,3,80.33333333,NA,NA,0.418,43.01994302,4,2.86,0.511292696
AT5G14500,5,Recent WGDs,0.0165,0.0827,0.1997,0.349,158.6251321,0.262646639,2533,8,150.5,138,270,0.362,44.62540717,2,2.86,0.510873185
AT5G14510,5,Non WGDs,0.0163,0.0924,0.1761,0.079,40.25168409,0.385684419,1222,1,86,NA,152,0.358,43.39430894,1,2.86,0.510535902
AT5G14520,5,Singletons,0.0255,0.1701,0.1499,NA,979.5706944,0.159208802,3709,12,147.4166667,74,93,0.39,44.33164129,1,2.87,0.510127899
AT5G14530,5,Non WGDs,0.0096,0.1494,0.0644,NA,163.5894009,0.152177475,2290,9,121.2222222,44,162,0.405,46.42497482,1,2.87,0.509786431
AT5G14550,5,Non WGDs,0.0185,0.1481,0.125,NA,143.3062302,0.229163544,3050,10,127.8,323,315,0.397,43.47442681,1,2.87,0.509085188
AT5G14590,5,Non WGDs,0.0094,0.0795,0.1179,0.039,591.426262,0.076495061,3441,14,116.9285714,111,235,0.398,44.71879287,2,2.88,0.507771888
AT5G14620,5,Non WGDs,0.0405,0.2136,0.1896,0.152,170.8985228,0.257336954,3452,9,141,126,176,0.373,42.63689527,3,2.88,0.506524497
AT5G14640,5,Non WGDs,0.0075,0.1804,0.0414,0.041,377.681464,0.206598236,3203,12,123.6666667,213,273,0.416,42.49797242,2,2.89,0.506152324
AT5G14650,5,Non WGDs,0.0203,0.1229,0.1652,0.173,16.88771798,0.65569042,2064,6,85.33333333,59,185,0.418,44.11314985,1,2.89,0.505644151
AT5G14670,5,Non WGDs,0.0025,0.159,0.0158,0.369,94.12941419,0.555341189,1177,4,152.5,NA,NA,0.469,44.79717813,3,2.89,0.505174581
AT5G14690,5,Non WGDs,0.0356,0.0799,0.4457,0.013,30.28579516,0.459361023,786,NA,NA,32,100,0.377,52.14067278,1,2.89,0.504726667
AT5G14700,5,Non WGDs,0.0227,0.1405,0.1613,0.202,170.3925115,0.247743348,3195,4,429.75,119,250,0.46,42.90876242,2,2.9,0.503918401
AT5G14710,5,Singletons,0.0109,0.1182,0.0925,0.621,174.2766173,0.083728925,1603,6,156.1666667,133,158,0.336,43.2,1,2.9,0.503373769
AT5G14720,5,Non WGDs,0.011,0.1367,0.0808,0.028,218.6213265,0.270339368,5733,20,144.5,466,352,0.367,43.25925926,3,2.9,0.503027856
AT5G14740,5,Recent WGDs,0.0115,0.0964,0.119,1,6841.256605,0.291921254,4644,9,347.7777778,285,233,0.384,46.48594378,3,2.91,0.501992939
AT5G14750,5,Early WGDs,0.0065,0.0708,0.0914,0.008,32.86031831,0.529824193,1287,2,235.5,NA,204,0.365,38.7254902,3,2.91,0.50158729
AT5G14760,5,Non WGDs,0.012,0.1274,0.0939,0.154,129.1070038,0.340073474,3686,7,185.2857143,292,141,0.404,45.19427403,2,2.91,0.500920309
AT5G14800,5,Singletons,0.0104,0.1301,0.0802,1,672.2679428,0.143572925,1880,6,99.66666667,221,230,0.419,46.45006017,4,2.92,0.499211769
AT5G14860,5,Non WGDs,0.0429,0.1292,0.3324,0.277,27.94607383,0.233187529,1873,2,197,NA,NA,0.403,47.46450304,1,2.85,0.497127918
AT5G14870,5,Non WGDs,0.0051,0.1837,0.0279,0.214,38.97080796,0.722905756,2807,5,101.8,NA,177,0.416,45.21452145,2,2.83,0.496839229
AT5G14880,5,Non WGDs,0.0078,0.1446,0.0537,0.232,378.6125607,0.193194756,3424,7,154,NA,NA,0.449,44.41602728,1,2.78,0.49617251
AT5G14910,5,Singletons,0.0265,0.1626,0.1627,NA,1595.526181,0.187115561,1660,3,281.6666667,101,177,0.377,45.06517691,1,2.73,0.495278041
AT5G14940,5,Recent WGDs,0.0082,0.1408,0.0585,0.018,147.3317457,0.357084496,2648,2,453,83,NA,0.405,42.13381555,2,2.67,0.49438624
AT5G14960,5,Recent WGDs,0.0576,0.081,0.7109,0.03,24.98284185,0.281008341,2447,10,132.8,18,21,0.374,42.77777778,3,2.6,0.493116251
AT5G14980,5,Non WGDs,0.0149,0.2604,0.0573,0.019,9.975537211,0.573629404,984,NA,NA,NA,NA,0.532,53.04878049,NA,2.57,0.49260133
AT5G15010,5,Non WGDs,0.0247,0.1562,0.1579,NA,23.15612055,0.27981594,1701,NA,NA,102,NA,0.368,41.40087555,1,2.53,0.491757234
AT5G15020,5,Recent WGDs,0.024,0.121,0.1984,0.048,146.9013052,0.172785084,6905,22,100.1363636,317,281,0.407,41.52046784,3,2.5,0.491304402
AT5G15050,5,Early WGDs,0.0089,0.2117,0.0422,0.163,237.6196883,0.142223707,1960,3,110,144,181,0.394,43.2183908,1,2.45,0.490242704
AT5G15070,5,Recent WGDs,0.0034,0.1156,0.0295,0.054,26.91228222,0.536478689,9307,30,192.0333333,190,206,0.388,44.06349206,NA,2.41,0.489340965
AT5G15090,5,Recent WGDs,0.0304,0.1616,0.1878,0.016,1850.86994,0.084252282,2200,5,184.8,105,346,0.551,46.66666667,3,2.37,0.488372375
AT5G15100,5,Non WGDs,0.0612,0.1906,0.3212,0.018,30.17116113,0.629454476,1779,5,135,NA,NA,0.355,40.57971014,1,2.35,0.488107382
AT5G15110,5,Recent WGDs,0.0085,0.1342,0.0634,0.036,501.7710371,0.688576461,1933,3,99.33333333,216,NA,0.422,46.22973925,1,2.34,0.487712351
AT5G15120,5,Early WGDs,0.0314,0.1063,0.2955,0.083,340.0491362,0.395555145,1845,4,164,77,230,0.376,44.7845805,1,2.33,0.487423767
AT5G15160,5,Early WGDs,0,0.0391,0.001,0.149,65.35938105,0.37811295,1383,1,782,95,221,0.409,45.26315789,3,2.24,0.48507644
AT5G15200,5,Early WGDs,0.0022,0.1269,0.0176,0.185,6365.495029,0.075509763,1526,2,307,74,241,0.456,48.74371859,3,2.19,0.483642256
AT5G15210,5,Early WGDs,0.0395,0.2077,0.1904,0.049,117.9041652,0.245682871,1429,NA,NA,318,295,0.485,51.10294118,3,2.19,0.483375223
AT5G15230,5,Non WGDs,0.0296,0.0581,0.5094,0.237,4252.337345,0.225388242,1317,3,229.3333333,117,191,0.49,46.72897196,1,2.17,0.482617854
AT5G15240,5,Early WGDs,0.0225,0.1402,0.1606,0.198,41.80504235,0.522219544,2674,2,589,95,129,0.398,41.1163522,1,2.16,0.482255307
AT5G15250,5,Non WGDs,0.0198,0.1544,0.1281,NA,6.793231917,0.505093351,2367,4,75,NA,NA,0.396,45.62167392,3,2.15,0.48198252
AT5G15265,5,Singletons,0.1075,0.0853,1.2593,0.209,101.0053212,0.188859165,1033,2,297.5,4,182,0.443,47.61904762,1,2.14,0.481424497
AT5G15270,5,Non WGDs,0.0128,0.1472,0.0871,0.147,94.35649762,0.148898088,3672,7,147.2857143,93,901,0.395,44.68731026,1,2.13,0.481119593
AT5G15290,5,Non WGDs,0.0184,0.1065,0.1729,0.033,10.32775916,0.648073971,1025,2,94.5,83,189,0.442,43.26241135,1,2.11,0.480321632
AT5G15300,5,Non WGDs,0.0169,0.1632,0.1035,0.689,24.70146696,0.224963432,1872,NA,NA,4,221,0.349,41.16575592,1,2.11,0.480139914
AT5G15310,5,Recent WGDs,0.0113,0.139,0.0813,0.061,111.8030796,0.44761907,1557,3,77.33333333,223,121,0.424,43.32313965,7,2.1,0.479481564
AT5G15320,5,Non WGDs,0.0174,0.1066,0.163,0.205,497.9830202,0.103627832,1357,2,425,109,236,0.44,50.61728395,1,2.09,0.479204069
AT5G15330,5,Non WGDs,0.0202,0.1644,0.1229,0.085,76.06680975,0.321681638,1744,2,246,107,188,0.394,43.4691745,2,2.09,0.478872802
AT5G15340,5,Non WGDs,0.0328,0.1302,0.2518,0.306,10.35200661,0.243951805,1872,NA,NA,NA,NA,0.36,44.55128205,1,2.08,0.478675129
AT5G15350,5,Recent WGDs,0.0298,0.1535,0.1944,0.39,1557.045485,0.142332271,1281,1,452,85,225,0.437,48.94026975,NA,2.08,0.478417721
AT5G15380,5,Non WGDs,0.0784,0.2617,0.2995,0.337,17.37704242,0.168519517,3480,9,178.3333333,NA,NA,0.372,43.14666667,5,2.07,0.47764173
AT5G15410,5,Non WGDs,0.0096,0.1413,0.0681,0.048,466.9228982,0.24126899,3594,7,160.4285714,137,153,0.447,49.61027052,3,2.05,0.47638372
AT5G15440,5,Non WGDs,0.0182,0.1318,0.1383,0.025,150.4597714,0.078678192,2221,2,407,375,150,0.408,44.10430839,1,2.05,0.475491029
AT5G15450,5,Non WGDs,0.0099,0.1169,0.0849,0.032,851.5925872,0.140872583,4136,8,118.75,92,187,0.388,44.34124527,3,2.05,0.475210396
AT5G15460,5,Recent WGDs,0.0147,0.1737,0.0847,0.446,384.201389,0.236906245,1993,3,409,155,236,0.43,41.33333333,3,2.04,0.474875729
AT5G15470,5,Recent WGDs,0.005,0.1169,0.0428,0.451,149.3490035,0.388563995,3733,5,227.4,574,423,0.406,42.5891182,1,2.04,0.474533163
AT5G15480,5,Non WGDs,0.1219,0.1779,0.6853,0.145,9.203854754,0.396084712,1209,NA,NA,NA,NA,0.404,41.10835401,3,2.04,0.474140277
AT5G15490,5,Non WGDs,0.0047,0.1231,0.0379,0.051,808.7424533,0.222694927,2556,1,775,105,233,0.505,47.19334719,1,2.04,0.473927173
AT5G15520,5,Recent WGDs,0.0001,0.1281,0.001,0.673,421.5806403,0.171136828,1152,3,154.3333333,36,221,0.42,46.06481481,3,2.04,0.472975584
AT5G15530,5,Non WGDs,0.0385,0.1527,0.2523,0.06,391.0355755,0.386630513,2090,6,119.1666667,204,403,0.401,47.39583333,2,2.04,0.472765619
AT5G15570,5,Recent WGDs,0.0564,0.1141,0.4945,0.008,104.1912405,0.17548395,1146,NA,NA,NA,NA,0.398,43.45549738,1,2.05,0.469864872
AT5G15580,5,Recent WGDs,0.0404,0.1125,0.3588,NA,264.7511513,0.28062796,4192,4,163,562,194,0.381,45.72557471,1,2.06,0.469573098
AT5G15600,5,Recent WGDs,0.0314,0.1123,0.2798,0.011,504.9169776,0.489459611,892,2,91.5,97,228,0.46,49.47916667,1,2.07,0.468692072
AT5G15610,5,Recent WGDs,0.0341,0.1325,0.2571,0.368,396.3579471,0.120980047,2693,8,127.75,66,276,0.383,42.88939052,1,2.07,0.468470286
AT5G15630,5,Recent WGDs,0.0102,0.1537,0.0666,0.074,201.5228487,0.606062114,2089,5,81.6,138,247,0.423,42.4382716,1,2.08,0.467953534
AT5G15640,5,Non WGDs,0.0099,0.0698,0.1425,0.105,210.4137528,0.167660458,2670,5,223.2,219,363,0.427,43.41563786,2,2.08,0.467645962
AT5G15650,5,Recent WGDs,0.0025,0.0984,0.0253,0.027,101.0053212,0.188859165,2338,3,269.3333333,46,401,0.488,48.29178209,3,2.09,0.467173672
AT5G15660,5,Non WGDs,0.1874,0.2202,0.8511,0.703,101.0053212,0.188859165,1390,1,73,NA,NA,0.36,40.01518603,1,2.09,0.466839057
AT5G15680,5,Singletons,0.0032,0.0931,0.0339,0.298,232.0494738,0.156594044,10046,17,191.0588235,132,204,0.37,45.18724853,1,2.11,0.465830138
AT5G15700,5,Non WGDs,0.0183,0.0729,0.2513,0.016,40.98590479,0.237946635,6541,18,154.5,231,493,0.347,44.07114625,1,2.14,0.464500413
AT5G15720,5,Non WGDs,0.0086,0.1472,0.0583,0.018,33.75402107,0.652061764,1657,4,94.25,26,159,0.366,41.55251142,1,2.16,0.463797549
AT5G15730,5,Non WGDs,0.0175,0.0676,0.2594,0.2,260.5388799,0.130544619,2685,6,171.5,204,141,0.392,44.16475973,3,2.18,0.46309186
AT5G15740,5,Recent WGDs,0.0062,0.1132,0.0546,0.044,393.2074235,0.385112629,3100,7,91.71428571,670,261,0.371,42.5016372,1,2.19,0.462704047
AT5G15770,5,Singletons,0.0205,0.2729,0.0752,NA,100.4495146,0.125657095,450,NA,NA,NA,NA,0.462,42.44444444,1,2.22,0.461820511
AT5G15790,5,Non WGDs,0.0306,0.1101,0.2778,0.17,41.88189716,0.245373219,2690,5,231.2,366,469,0.453,43.20457797,NA,2.24,0.461186066
AT5G15800,5,Recent WGDs,0.0001,0.1265,0.001,0.022,285.4143229,0.447838891,2821,6,230.8333333,387,260,0.421,44.99366286,1,2.24,0.460945605
AT5G15802,5,Singletons,0.0001,0.1142,0.001,NA,101.0053212,0.188859165,1197,1,643,25,229,0.495,45.33333333,1,2.26,0.460488589
AT5G15810,5,Recent WGDs,0.026,0.1186,0.2189,NA,273.631685,0.130481401,3561,11,113.4545455,NA,237,0.41,43.83429672,2,2.27,0.460236412
AT5G15840,5,Recent WGDs,0.0546,0.1292,0.4222,0.032,17.80090038,0.357478624,1577,1,233,61,161,0.403,47.05882353,4,2.32,0.458922379
AT5G15860,5,Recent WGDs,0.0174,0.1288,0.1355,0.17,89.63357469,0.245609171,2879,10,130.4,120,171,0.424,46.4953271,1,2.35,0.458090733
AT5G15880,5,Singletons,0.0272,0.1005,0.2706,0.343,210.5684533,0.160872433,1929,5,125.4,10,245,0.383,44.50811843,NA,2.38,0.457394512
